"ÍSAT2008","ÍSAT2008_áp","Bálkur","Lýsing","Inniheldur","Inniheldur_einnig","Inniheldur_ekki"
"93.13.0","93130","R","Heilsu- og líkamsræktarstöðvar",,,"Til þessarar greinar teljast ekki: - Sjálfstætt starfandi íþróttakennarar og einkaþjálfarar, sjá 85.51"
"93.19.0","93190","R","Önnur íþróttastarfsemi","Til þessarar greinar telst: - Starfsemi keppnishaldara eða skipuleggjenda íþróttaviðburða, með eða án aðstöðu - Starfsemi íþróttamanna á eigin vegum, dómara, tímavarða o.þ.h. - Starfsemi íþróttadeilda og eftirlitsaðila - Starfsemi sem tengist kynningu",,"Til þessarar greinar telst ekki: - Leiga á íþróttabúnaði, sjá 77.21 - Starfsemi veiðifélaga, sjá 68.20.3 - Starfsemi íþrótta- og leikjaskóla, sjá 85.51 - Starfsemi íþróttaleiðbeinenda, -kennara, -þjálfara, sjá 85.51 - Starfsemi almenningsgarða og bað"
"93.21.0","93210","R","Starfsemi skemmti- og þemagarða","Til þessarar greinar telst ýmis konar afþreyingarstarfsemi, s.s. rekstur á vélknúnum leiktækjum, vatnsleiktækjum, skemmtunum og þemasýningum.",,
"93.29.0","93290","R","Önnur ótalin skemmtun og tómstundastarf","Til þessarar greinar telst önnur ótalin starfsemi sem tengist skemmtun og tómstundum (að undanskildum skemmti- og þemagörðum) - Rekstur smábátahafna - Hestaleigur - Leiga á skemmti- og tómstundatækjum sem hluti af aðstöðu til tómstundaiðkunar - Starfs",,"Til þessarar greinar telst ekki: - Rými og aðstaða til stuttrar dvalar gesta í tómstundagörðum, skógum og á tjaldsvæðum, sjá 55.30 - Hjólhýsagarðar, tjaldsvæði og tómstundabúðir, sjá 55.30 - Leik- og fjölleikaflokkar, sjá 90.01"
"94.11.0","94110","S","Starfsemi samtaka í atvinnulífinu og félaga atvinnurekenda","Til þessarar greinar telst: - Starfsemi félaga og samtaka sem hafa að markmiði að bæta rekstrarskilyrði fyrirtækja almennt, efla hag ákveðinna atvinnugreina eða styðja við atvinnuþróun á ákveðnu landsvæði án tillits til atvinnugreinar. Starfsemin felst f",,"Til þessarar greinar telst ekki: - Starfsemi stéttarfélaga, sjá 94.20"
"94.12.0","94120","S","Starfsemi fagfélaga","Til þessarar greinar telst: - Starfsemi samtaka þar sem hagsmunir félagsmanna liggja einkum í ákveðinni fræðigrein, sérfræðistarfi eða tæknisviði, s.s. fagfélög lækna, lögfræðinga, endurskoðenda, verkfræðinga, arkitekta o.þ.h. - Starfsemi samtaka sérfræ","Til þessarar greinar telst einnig: - Starfsemi fræðafélaga","Til þessarar greinar telst ekki: - Fræðslustarfsemi á vegum þessara samtaka, sjá deild 85"
"94.20.0","94200","S","Starfsemi stéttarfélaga","Til þessarar greinar teljast: - Samtök launamanna sem hafa það fyrst og fremst að markmiði að bæta eða vinna að bættum kjörum á vinnustað auk þess að skipuleggja sameiginlegar aðgerðir.",,"Til þessarar greinar telst ekki: - Fræðslustarfsemi á vegum þessara samtaka, sjá deild 85"
"94.91.0","94910","S","Starfsemi trúfélaga","Til þessarar greinar telst: - Starfsemi trúfélaga eða einstaklinga sem veita þjónustu í kirkjum, moskum, hofum, samkunduhúsum eða annars staðar - Starfsemi munka- og nunnuklaustra og annarra trúarlegra athvarfa",,"Til þessarar greinar telst ekki: - Fræðslustarfsemi á vegum trúfélaga, sjá deild 85 - Heilbrigðisþjónusta á vegum trúfélaga, sjá deild 86 - Félagsþjónusta á vegum trúfélaga, sjá deildir 87,88"
"94.92.0","94920","S","Starfsemi stjórnmálasamtaka","Til þessarar greinar telst: - Starfsemi stjórnmálasamtaka og hliðarsamtaka s.s. ungliðahreyfingar sem tengjast stjórnmálaflokki.",,
"94.99.1","94991","S","Starfsemi húsfélaga íbúðareigenda","Til þessarar greinar telst: - Umsjón og umsýsla vegna sameiginlegra útgjalda húsfélaga íbúðareigenda",,
